nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
848,70,47,2194,814,0,1,53.609893,10.759

1182,63,73,1341,79,1,1,48.656326,14.521

1283,48,85,1736,461,1,1,47.021912,30.696

1741,72,98,428,60,1,0,60.63376,7.694

1316,26,50,1486,455,1,0,48.436126,33.122

1726,90,98,1373,457,0,1,57.165646,8.115

1837,60,71,570,247,2,1,50.07054,15.536

1560,37,57,2285,321,2,0,48.193485,49.663

1468,79,10,1800,838,1,1,46.371631,10.874

253,44,66,2114,1009,1,0,48.322476,6.235

483,49,87,2236,383,1,1,46.769977,10.075

1928,13,22,995,97,1,1,48.258669,93.043

1460,91,46,1503,699,0,1,53.999632,7.428

1588,13,17,1719,24,2,1,48.591831,107.759

668,78,69,869,268,2,0,53.054672,5.908

1289,29,21,894,319,2,0,54.187073,19.975

1521,88,74,367,41,2,1,54.355923,6.002

613,32,60,1588,97,1,0,49.914835,11.008

440,58,93,1879,495,2,0,50.391396,6.827

1007,20,30,2351,886,1,1,49.793969,53.901

286,53,4,2394,752,0,0,57.591508,6.236

1355,46,77,905,334,0,1,58.965713,20.921

1047,94,53,1558,195,2,1,47.914835,6.713

487,33,6,1140,503,0,1,59.802732,9.071

691,77,97,2484,891,0,1,54.365218,8.107

554,69,90,1899,38,1,1,49.714937,7.82

220,74,35,1030,151,1,0,54.120932,5.248

722,80,49,1269,125,1,1,48.21325,6.641

376,88,97,653,149,2,1,50.916386,5.271

1630,32,77,779,329,2,1,49.966184,35.797

1439,66,78,1110,205,0,1,57.34935,14.472

431,52,29,1635,110,1,1,48.760681,7.717

1081,17,46,1480,67,0,1,56.950807,42.916

352,80,13,234,74,2,1,57.12395,5.137

858,46,98,433,46,1,1,56.013154,8.243

170,51,96,1630,428,2,0,54.320488,5.421

671,27,9,1135,310,2,1,50.006045,14.056

1604,85,14,2329,145,0,0,56.300035,10.213

1183,39,50,610,169,2,0,54.640656,11.759

1967,94,86,594,28,0,1,64.053532,6.507

1751,53,94,1152,9,2,0,53.848352,23.034

1533,94,30,1500,520,0,0,55.728082,6.808

826,91,90,1018,481,0,0,60.091809,5.701

1025,24,73,866,349,1,0,52.394278,15.634

1523,53,72,2163,354,1,0,47.355763,28.734

1626,18,17,723,105,2,0,58.078664,30.251

721,78,94,133,37,0,0,81.13286,5.238

724,81,68,209,60,2,0,66.83742,5.271

1654,83,13,922,103,1,1,48.25798,8.881

620,51,11,346,61,0,1,68.708166,7.2

1302,34,51,569,188,0,0,65.832644,15.339

1673,100,43,536,241,1,1,50.339895,7.617

1879,42,19,370,5,2,1,54.622396,22.273

1938,58,25,1972,368,1,0,46.371631,30.568

617,65,90,2273,753,1,1,48.18419,9.548

222,47,16,861,99,2,1,49.197382,5.561

184,30,18,1811,74,2,0,54.47331,5.881

1925,18,37,112,53,2,0,65.366046,11.509

1868,43,45,937,415,2,0,52.382101,28.493

918,17,17,2392,972,1,0,48.678767,37.28

933,54,82,1337,127,2,1,46.957417,14.581

1444,34,9,2238,233,0,0,55.650441,50.257

1217,39,41,1952,974,0,0,58.688082,28.661

1187,96,35,2418,1086,2,0,46.371631,7.874

546,23,75,1103,503,1,1,49.420258,12.012

969,50,98,2435,599,1,0,46.371631,12.955

1558,87,24,2005,847,2,1,48.079835,11.107

1462,27,4,108,51,0,1,81.264887,9.509

1276,53,38,2285,725,0,0,53.966872,24.606

744,42,53,1090,6,1,1,48.18419,13.331

137,41,91,1940,930,2,0,50.916386,5.464

1842,4,89,1635,372,2,1,49.355763,173.231

1269,43,25,1932,44,2,1,47.429553,42.137

1496,80,53,2014,648,0,0,56.497195,11.618

1188,91,4,1587,25,2,1,46.371631,7.413

270,62,30,1376,137,1,0,48.591831,5.617

1458,55,56,1541,235,1,0,47.607699,20.91

771,20,58,605,302,2,1,54.200218,12.867

1562,24,67,2484,456,2,0,46.371631,63.758

1304,5,33,1889,408,2,1,48.079835,104.014

1606,50,36,660,105,0,0,64.084953,14.238

1778,100,72,2365,796,0,1,53.197382,8.151

1540,40,23,2143,206,0,0,54.699069,44.581

450,61,50,1121,157,1,1,49.336356,6.796

667,90,67,1559,489,2,1,48.487476,6.355

565,60,98,1694,544,1,1,48.656326,9.026

1111,23,21,2117,930,0,0,58.141654,38.119

399,100,12,743,16,1,1,50.373825,5.319

1463,2,21,1895,287,1,0,47.607699,87.607

465,64,8,764,41,2,1,51.449318,6.041

466,46,8,1546,145,2,0,52.865037,7.563

427,55,9,1992,647,1,1,48.591831,8.199

1205,2,68,535,152,2,0,64.535487,21.098

151,64,37,1303,465,1,1,49.649753,5.279

1465,72,80,1400,630,0,1,52.990177,14.523

1649,12,98,2031,656,1,0,51.818604,96.448

460,89,70,2493,402,2,1,48.426831,6.296

804,98,85,2030,930,2,1,47.932254,6.564

559,96,20,1398,121,1,0,52.113282,5.739

300,66,85,1909,404,1,0,51.316591,6.004

866,26,64,582,88,2,1,49.576651,12.994

1965,96,38,404,80,1,1,50.676779,6.117

688,9,28,413,76,0,0,72.041671,8.465

1588,84,11,119,46,0,1,75.036124,5.462

841,40,14,2484,244,0,1,51.188087,26.471

1228,38,98,1401,506,1,0,48.886509,22.158

985,21,76,144,46,1,0,74.591653,6.842

1012,30,91,796,135,1,0,55.012617,13.361

1590,37,88,1111,293,0,1,57.293427,41.095

876,32,44,1304,624,1,1,46.371631,18.974

1197,56,35,715,59,1,1,49.063967,11.951

630,26,51,2216,745,2,1,47.533909,20.872

1588,64,32,2206,698,1,0,48.193485,21.545

1405,73,4,1875,695,0,0,53.549936,11.841

597,38,55,904,21,0,0,63.084486,7.756

1549,63,74,1740,772,0,0,55.336356,17.591

1416,35,9,1470,354,1,0,49.381086,30.291

522,88,50,1323,529,1,1,49.649753,5.785

363,86,34,328,7,2,1,55.119167,5.214

1273,13,76,2499,1206,1,0,51.883787,65.763

822,22,48,566,178,2,1,52.838042,12.36

914,58,55,1683,459,1,0,48.006045,10.917

1129,62,89,1787,217,1,0,47.429553,12.972

1096,56,88,1696,420,2,0,52.498633,13.917

1743,49,51,380,186,2,0,53.306608,11.219

360,90,58,2087,787,2,1,47.021912,5.728

1617,98,56,328,33,0,1,65.391731,5.506

1426,93,40,1088,46,0,0,61.757745,6.354

872,49,82,667,93,2,1,49.901689,9.734

340,99,58,793,58,1,0,55.219636,5.446

1177,57,58,2095,935,1,0,49.242112,17.81

1703,84,39,1910,77,2,0,48.079835,11.027

1818,26,84,509,211,1,0,57.420946,23.833

532,53,3,2006,692,1,1,48.500621,9.846

1346,28,68,1556,594,0,1,54.326326,52.048

541,16,90,565,183,2,1,56.698381,8.912

812,88,29,2499,1133,2,0,49.533909,7.174

1826,16,44,1651,676,0,1,56.44837,128.675

224,91,69,1937,178,0,0,58.882126,5.322

1392,73,95,592,282,1,0,53.15821,7.376

821,12,36,274,97,0,1,74.150305,9.765

1466,73,19,1134,505,1,0,48.834472,9.831

1851,10,87,386,70,1,0,61.001631,25.798

451,30,95,622,244,1,0,59.816079,6.406

1524,98,44,606,26,0,0,63.715908,5.974

509,72,100,568,92,2,0,71.324385,5.501

1180,78,40,1088,229,0,0,59.796163,7.365

593,81,54,849,360,1,1,49.420258,5.829

1112,80,60,2396,1080,0,0,50.730116,8.967

1254,44,28,1429,247,2,0,48.500621,19.79

1110,35,78,581,215,2,1,51.670206,15.484

1897,81,94,839,261,2,1,47.200058,10.235

1981,52,18,1344,484,2,1,46.769977,45.576

779,13,27,1403,99,2,0,48.591831,18.92

514,73,68,1356,578,1,1,50.547101,6.407

1664,62,36,2362,1036,2,0,46.371631,25.647

266,64,66,2457,914,0,0,56.185777,5.929

147,38,28,873,343,1,1,50.707676,5.382

1094,94,17,1513,335,0,0,56.614478,6.219

1124,81,68,1892,516,0,1,52.585418,9.154

172,47,90,1751,13,1,0,56.803424,5.663

1713,10,67,2253,837,0,0,57.0155,109.478

1416,91,36,2304,824,2,0,46.371631,7.889

1368,34,41,724,215,2,0,54.320488,16.892

1820,64,58,1589,339,2,1,47.429553,28.521

876,34,100,1557,70,0,0,80.83295,15.816

177,19,46,898,85,0,0,64.078396,5.524

962,44,4,1834,814,1,0,47.598404,16.219

1345,89,68,1478,617,0,1,51.808492,7.465

1145,95,76,1743,250,1,1,48.439008,7.226

1352,35,73,297,145,2,0,63.686234,9.764

282,79,38,1966,557,0,1,55.063967,5.818

1981,22,14,2432,660,2,1,48.079835,188.926

161,59,26,1117,323,2,1,49.420258,5.334

1468,98,39,1913,394,2,0,46.371631,6.779

316,4,68,2272,407,0,1,56.809355,11.902

1906,52,77,1744,414,0,0,58.43345,34.767

817,6,59,254,43,2,0,67.384889,7.978

238,43,60,735,29,2,0,57.223522,5.421

578,53,16,772,184,1,1,50.14433,7.286

1220,21,38,2443,524,1,0,51.281973,50.06

1966,5,27,1223,287,2,1,50.908262,139.657

1587,66,54,1803,701,2,1,48.25798,23.839

1801,99,34,1570,322,1,0,48.487476,7.69

856,3,59,1957,280,0,0,61.313192,31.698

1449,34,80,639,17,0,1,62.676091,24.008

1147,77,93,326,78,0,1,72.661268,6.008

1752,22,32,1806,657,1,0,47.200058,71.018

539,91,56,240,102,2,1,60.072734,5.149

430,93,3,1129,114,1,0,51.624788,5.429

294,76,3,167,30,0,0,78.527177,5.077

488,53,5,1263,131,1,1,49.513813,7.577

642,51,77,1432,581,1,1,47.200058,10.389

909,94,45,1462,618,1,0,47.828587,6.265

1965,74,51,1910,624,1,1,47.200058,23.811

1309,39,79,2188,1025,1,0,47.429553,33.474

125,96,92,429,80,1,0,58.429713,5.115

1216,69,40,2412,911,1,1,46.371631,12.273

1000,22,61,857,201,0,1,59.316657,22.57

1487,27,90,1163,144,1,1,49.853222,48.744

1166,44,26,2270,604,0,1,52.098491,36.687

493,65,92,1219,28,1,0,55.805423,6.635

1858,69,84,1707,493,0,0,58.424843,17.942

1122,70,55,570,66,1,1,51.546086,7.637

1856,45,9,1731,546,0,0,57.247712,41.359

1360,78,66,2221,27,1,0,46.769977,12.122

393,47,76,1368,472,0,1,55.734013,7.274

1540,15,7,1585,579,0,1,56.689085,90.413

371,34,37,1441,396,0,1,58.36453,8.182

209,56,16,614,288,1,1,54.950316,5.31

913,70,23,883,148,0,0,61.270318,6.846

1841,8,98,1186,273,2,1,49.035058,111.57

115,94,89,938,366,0,0,67.711537,5.131

320,78,34,1626,493,0,1,55.940799,5.639

691,32,60,1664,200,0,1,54.792624,17.329

1748,99,32,439,95,1,1,50.121889,5.852

923,27,20,550,39,2,0,58.752623,10.103

1536,43,39,1489,637,1,0,47.827899,28.353

984,23,21,1277,460,0,1,56.763564,28.582

1230,100,74,2067,598,1,1,48.500621,7.493

580,36,62,528,101,1,1,54.038804,7.541

1496,90,62,821,137,1,0,51.856959,6.567

565,48,23,2118,837,2,1,49.585258,11.689

411,48,60,831,296,0,0,65.47587,5.947

630,14,36,258,45,1,1,60.659897,7.551

1289,54,7,2324,1141,1,0,48.665621,23.003

1664,70,63,2395,136,0,1,52.566866,26.914

389,95,42,1492,165,2,1,50.508745,5.599

1416,95,15,1408,132,0,0,59.563175,6.614

992,51,45,1751,218,2,1,48.277745,19.257

468,92,23,579,131,1,0,57.106172,5.293

1665,43,43,1379,257,0,1,55.114297,45.449

1201,95,38,2253,1061,1,0,46.371631,7.333

1827,25,48,434,67,2,0,57.436286,21.108

443,72,15,1301,350,2,1,49.627464,6.107

630,36,44,824,274,0,0,63.083249,7.918

942,70,47,799,317,2,1,48.730116,7.63

716,45,46,176,68,2,0,65.985466,5.654

479,95,82,312,80,1,0,57.666469,5.181

1414,52,24,2465,322,0,1,51.429553,42.466

1856,24,60,1928,892,1,0,47.420258,80.127

1994,2,18,1049,425,1,1,52.026497,129.949

1077,68,21,198,29,0,1,74.947625,5.936

1150,39,86,1126,469,1,0,48.834472,16.6

1180,59,74,717,331,2,0,49.672194,8.995

1017,74,5,452,76,1,0,57.964197,6.028

1151,26,57,974,355,1,1,50.491326,27.458

876,32,12,1214,290,1,1,47.200058,18.899

784,33,47,554,69,1,1,52.365218,10.186

1672,63,83,205,47,1,0,64.52156,6.93

1293,11,41,1944,806,2,1,48.47818,86.83

464,93,69,592,99,2,1,50.322476,5.321

1227,16,88,2289,923,2,0,53.485441,52.769

659,54,97,687,215,1,0,54.507241,6.608

1640,67,86,1984,352,0,1,54.993059,25.173

309,55,10,669,255,1,1,50.325358,5.582

1202,11,47,1271,201,0,0,62.527005,33.429

338,17,29,1818,179,0,1,56.533531,9.695

1189,7,63,684,299,0,1,61.096691,31.177

1623,43,82,354,94,2,0,59.86092,11.493

738,79,83,277,130,2,0,61.296013,5.395

660,59,31,527,78,2,0,57.360701,6.061

1826,77,97,548,172,1,1,51.598404,8.986

849,91,60,1483,235,0,0,59.479402,7.133

1332,45,100,867,52,0,0,83.054519,14.645

1959,14,19,685,167,2,0,56.090304,42.572

660,3,78,536,137,0,0,70.86394,9.49

287,78,61,229,72,1,1,57.549936,5.156

1221,51,59,786,308,0,1,61.385846,14.569

1262,95,86,976,187,2,1,48.193485,6.381

355,99,89,1885,187,1,0,52.073422,5.82

1336,17,52,1199,557,2,0,49.021912,33.84

703,82,70,1138,200,2,1,47.429553,6.311

1870,46,30,838,116,1,1,49.663587,33.064

1236,78,66,980,266,0,1,57.807804,8.298

1855,54,48,1643,786,1,0,46.769977,30.584

1818,56,57,2210,67,1,1,47.763404,52.409

1737,41,19,1625,290,2,1,46.371631,60.358

1765,68,20,1349,598,2,1,46.371631,20.543

399,71,37,495,158,2,0,55.999632,5.288

1501,71,14,1169,157,1,1,48.730116,13.393

908,73,62,754,46,0,1,60.381246,6.967

216,95,20,2109,842,0,1,53.485441,5.318

242,92,28,488,169,1,1,52.252256,5.352

224,74,61,2200,665,2,0,51.847664,6.103

667,17,81,961,403,0,1,63.281444,14.576

477,90,72,1061,8,0,0,60.772239,5.754

459,14,56,745,136,1,1,51.783169,9.001

541,18,59,973,232,2,1,49.649753,11.409

1633,68,6,2275,873,1,1,48.453546,27.375

1855,17,34,912,263,0,1,59.618002,79.87

146,97,4,2492,452,1,1,48.25798,5.477

714,77,44,1867,609,2,0,48.565116,7.009

333,73,25,321,72,0,0,72.21225,5.189

605,65,14,153,73,1,0,65.376516,5.5

1711,12,23,2392,836,2,0,46.371631,82.431

122,84,94,351,92,2,0,62.908469,5.046

1680,55,20,1021,436,2,1,48.006045,24.728

1437,93,23,1061,434,2,1,47.533909,6.875

1491,88,25,575,107,0,1,61.702277,6.221

1364,29,55,361,122,1,1,56.048099,16.042

1338,64,94,1639,184,0,0,57.660223,13.81

1288,58,63,283,81,0,1,67.232817,7.88

1071,25,91,366,131,2,1,51.513813,12.626

1969,56,51,1649,598,2,1,46.371631,29.369

1983,18,29,812,261,1,0,49.801872,46.802

237,66,16,589,150,2,1,49.915523,5.296

421,32,53,1701,67,0,0,56.325358,8.291

1983,53,5,1084,132,0,1,53.284318,36.629

961,8,88,2002,629,0,0,62.145225,36.554

440,84,6,1299,190,0,1,57.565653,5.617

1676,85,89,969,317,1,1,46.371631,8.38

907,67,96,1049,51,1,0,48.972757,8.158

1927,29,13,1399,424,2,1,49.267436,88.48

1135,22,19,1803,531,0,1,55.08929,50.825

143,14,38,1686,237,2,1,51.407113,5.991

277,16,33,1777,549,0,1,59.157324,8.397

1100,26,52,466,64,1,1,50.720821,14.808

1919,54,27,2107,633,2,1,47.429553,59.475

774,45,49,515,36,0,0,70.60155,7.088

1383,31,14,1099,110,1,1,47.672194,37.233

990,70,7,1856,899,2,0,46.371631,9.24

523,93,19,2384,332,0,0,56.63385,5.848

846,60,53,2091,978,1,1,47.763404,13.817

822,14,96,1367,322,2,0,54.068552,18.466

985,67,88,2170,655,1,1,47.429553,13.886

256,2,33,1025,294,2,0,66.817072,6.355

882,19,80,1438,225,1,0,49.471608,19.547

322,56,51,2398,671,0,1,51.778744,6.981

1316,84,49,1929,889,2,1,46.769977,9.974

421,47,99,745,314,0,0,70.78264,6.24

1946,76,5,135,56,1,1,62.49527,6.187

401,25,35,2489,64,0,0,57.226442,9.9

1107,90,48,569,33,2,0,53.883787,5.786

706,95,14,608,77,2,1,50.031368,5.486

1741,14,22,2232,847,1,1,47.430241,162.069

1372,58,100,1830,581,2,0,52.186384,18.533

190,5,74,1663,533,0,1,61.479029,6.856

1008,96,2,1179,500,1,1,46.769977,6.182

1649,56,60,115,5,0,1,77.937707,7.182

1878,79,88,143,40,2,1,60.040729,6.006

1625,31,43,218,37,0,0,75.340152,10.412

1865,4,19,1907,383,1,1,49.073262,196.055

1370,27,61,958,133,0,1,61.393119,35.107

1429,24,98,264,11,2,0,65.294637,11.333

1517,11,51,759,73,1,1,49.618168,48.07

1256,57,64,995,382,0,1,58.754957,14.783

1545,70,60,2389,1060,1,1,48.079835,24.035

1300,35,72,390,170,2,1,56.181514,14.095

1376,93,59,2234,176,2,1,47.021912,8.903

120,81,37,800,270,1,1,50.14433,5.138

219,13,69,1963,811,0,1,54.39359,7.784

850,23,37,1030,265,2,0,52.260863,14.139

125,5,83,1727,849,2,1,52.980065,5.929

1000,3,8,784,312,2,1,55.818604,28.01

155,69,53,1249,227,0,0,62.904415,5.237

266,41,4,2201,17,2,0,50.685386,6.48

607,95,62,2180,226,2,0,46.769977,6.232

171,28,2,864,245,0,1,61.915041,5.526

646,58,19,305,66,0,0,70.719191,5.581

264,76,65,740,203,1,1,51.694841,5.311

179,99,92,1215,391,2,1,51.190763,5.222

914,4,23,1475,98,2,1,53.589108,40.496

983,39,73,1678,538,0,1,55.779432,24.472

482,27,60,661,226,1,0,56.999141,6.759

360,91,85,1904,311,1,1,46.371631,5.391

209,12,32,530,94,0,1,67.180302,5.673

240,94,68,885,284,2,1,50.006045,5.204

1371,91,12,2136,597,1,0,47.429553,8.271

1785,75,38,2051,319,0,0,54.786004,15.361

1925,23,63,2472,164,2,0,47.914835,109.806

1556,92,89,758,338,0,0,63.442739,6.184

1365,3,10,1914,694,0,0,59.147118,69.91

1414,33,59,601,72,1,0,57.493298,15.954

891,18,15,630,293,0,1,63.107258,15.734

292,35,34,142,38,0,0,84.020465,5.157

1737,16,65,962,218,1,0,54.19466,44.733

1035,22,33,1100,469,2,0,46.371631,17.377

1083,95,7,522,158,2,0,55.863692,5.618

1082,46,72,2132,686,2,1,49.494048,29.817

1338,47,51,772,180,0,0,61.096726,14.101

150,43,4,1857,120,2,0,50.3198,5.476

642,63,65,1407,187,0,0,62.586464,7.158

444,98,37,1699,839,1,0,51.324027,5.636

923,16,9,1810,439,1,0,51.47065,26.652

663,76,70,822,277,1,0,54.174895,5.885

1599,96,6,2063,50,2,0,46.371631,8.089

886,98,58,352,175,0,0,71.209563,5.233

1816,83,2,659,45,0,0,63.914959,6.994

268,40,89,1890,266,1,1,51.324027,7.184

1276,4,60,1240,398,2,1,50.616466,63.487

319,29,69,2038,7,0,1,53.727394,9.525

996,93,2,2104,79,1,1,48.079835,7.404

150,43,34,441,111,1,1,53.948282,5.161

102,62,21,2007,873,0,0,62.240973,5.189

382,27,86,655,261,0,1,64.046811,6.755

751,53,22,981,383,2,1,48.248685,9.524

444,23,66,155,12,2,1,66.502753,5.649

149,68,54,1661,144,0,1,55.132701,5.358

1782,93,93,799,343,1,0,50.591831,8.712

940,35,72,1140,254,1,0,49.315903,13.767

1094,43,3,152,30,0,0,80.428878,6.298

1772,51,62,354,96,1,0,57.075125,10.764

343,57,8,105,24,2,0,71.488829,5.086

889,49,68,2302,129,2,0,47.200058,15.698

1646,57,60,2470,658,0,1,51.505206,46.256

260,70,16,1666,703,2,0,51.901689,5.887

1662,8,30,579,246,1,0,59.453705,31.266

1479,44,64,484,178,0,1,64.928529,15.713

493,84,39,1975,265,2,0,51.063967,6.04

146,94,99,533,62,2,1,58.492414,5.085

1954,39,70,2352,17,0,1,51.754109,112.471

1435,14,49,1489,92,1,1,48.928027,76.368

619,27,3,1931,811,0,0,58.645043,13.148

1714,55,79,494,99,0,1,63.397004,14.721

100,35,56,1069,239,2,1,50.814376,5.22

1112,26,60,277,114,2,1,55.681555,11.019

1215,7,54,1921,370,2,1,49.724232,81.898

1009,48,23,1211,297,0,0,59.727394,12.073

278,70,29,351,15,2,0,61.25739,5.182

638,56,76,1838,291,1,0,51.909814,8.689

148,57,61,2471,561,1,0,52.843767,5.471

105,71,70,1163,286,0,0,63.990337,5.133

754,21,57,1648,260,1,0,52.215444,17.027

1750,17,34,839,230,0,0,60.670445,39.247

133,64,66,1508,105,2,0,52.153427,5.223

1990,57,8,1634,190,0,1,51.649753,44.183

1540,35,66,1670,38,2,0,49.168322,38.863

941,32,34,2065,443,0,1,51.773873,32.663

1693,81,38,669,250,2,0,54.006045,7.402

614,79,73,423,146,0,1,68.206837,6.0

1790,67,36,1634,460,2,0,47.200058,18.353

1474,9,14,603,179,0,1,66.594779,39.587

1776,50,78,807,384,0,1,59.218485,25.746

1987,78,35,955,352,2,1,47.607699,12.482

1099,11,75,265,83,2,0,67.209757,10.026

1002,61,28,701,315,0,1,59.369115,9.029

783,17,94,1232,504,2,0,55.477207,15.425

1842,58,81,247,13,0,1,71.560106,10.176

1055,13,80,813,280,2,1,51.197382,26.785

1639,8,97,980,273,2,0,50.300035,47.965

1767,18,57,2079,444,0,0,59.709212,90.057

1778,8,12,1436,324,2,1,49.559232,124.437

1636,31,47,2051,695,0,1,53.210528,86.066

694,99,98,135,53,2,0,71.205142,5.13

1602,75,26,476,113,1,0,58.06359,7.138

1923,90,44,1768,256,1,0,46.371631,9.143

338,14,73,1624,380,2,1,49.311033,9.634

1490,81,54,2403,319,0,0,56.31493,11.023

1981,77,24,2162,184,2,0,46.371631,13.075

939,8,50,131,29,2,0,72.373665,6.995

689,57,66,1813,845,0,1,54.071228,10.701

1945,53,7,802,81,2,0,49.680318,18.935

465,84,51,2433,972,0,0,55.484753,5.974

326,84,14,851,79,2,0,53.773873,5.271

579,79,69,1325,508,0,0,61.157588,5.91

897,31,55,1773,819,0,1,53.388522,26.69

1708,76,79,2001,971,0,1,53.063967,17.687

1896,66,94,2041,833,2,1,46.371631,29.88

805,94,45,1738,514,1,0,48.193485,6.328

973,28,12,1147,357,1,1,48.439008,23.471

512,79,47,344,148,1,0,62.409722,5.341

377,55,38,1312,559,0,1,57.482766,6.681

1882,7,33,740,299,0,0,61.774231,49.326

1116,92,32,1109,207,1,1,48.079835,6.491

1437,22,20,1183,362,2,0,50.571736,34.937

1815,63,10,163,74,2,1,60.665687,7.739

888,21,67,1912,354,2,0,50.326046,24.109

1468,12,90,210,56,2,0,67.40934,12.005

1672,7,5,771,280,0,1,63.128952,63.737

1300,65,94,762,62,0,0,64.122935,8.776

460,73,88,1175,81,2,1,48.25798,6.063

1000,52,21,1259,191,1,1,48.006045,14.856

271,92,2,2017,62,2,1,47.429553,5.498

1438,100,27,1502,33,2,0,47.607699,7.312

738,40,99,1363,572,2,0,51.5772,10.759

1875,98,71,2152,131,1,0,46.371631,8.68

1696,62,88,1073,331,2,0,48.789741,15.287

1595,33,23,1845,740,2,1,48.665621,72.946

635,58,39,414,147,2,0,59.188087,5.799

997,100,24,1965,675,2,1,48.21325,6.991

613,21,77,1138,304,2,1,51.346468,13.97

581,63,31,1823,156,0,0,55.546086,7.339

576,54,76,1307,318,2,0,48.426831,7.519

1792,100,66,588,125,2,0,54.135723,6.067

567,91,97,1888,716,0,1,56.571253,5.993

255,71,62,486,178,1,0,59.179812,5.155

244,76,82,758,259,0,1,60.207525,5.217

491,39,48,1304,481,2,1,47.420946,9.318

987,10,95,638,188,2,0,55.573438,14.955

1209,66,69,1334,310,2,1,47.200058,13.401

193,66,100,1266,292,2,0,63.974799,5.305

1256,83,61,1174,52,1,0,48.665621,7.451

311,38,6,1112,264,2,1,48.730116,6.571

154,83,88,1953,226,0,0,58.740586,5.276

1866,27,39,1904,509,2,1,47.914835,118.122

1413,84,82,1286,105,2,1,48.249373,8.862

456,67,67,1219,458,0,1,53.586495,6.325

1650,81,65,272,107,0,1,69.236745,6.419

871,41,49,849,317,0,1,61.426258,12.588

347,37,68,483,114,0,1,66.97819,5.983

435,81,28,2483,1084,2,0,47.776549,6.229

1235,58,79,472,99,0,1,67.169497,9.494

1304,13,22,1696,693,1,1,49.261877,74.762

1748,8,44,245,20,1,1,61.640333,25.085

771,4,23,513,96,0,0,72.323542,10.72

890,21,7,1309,515,0,0,58.680478,18.222

1218,24,86,1859,486,1,1,48.193485,56.349

520,61,57,2427,458,2,0,50.868607,7.963

1077,52,21,2485,516,2,0,49.251408,19.886

564,50,21,1802,793,1,1,47.914835,10.314

1249,14,3,813,72,0,0,64.564711,23.682

1843,94,53,883,306,2,1,48.028485,6.991

265,62,26,285,35,1,0,63.190969,5.148

892,43,34,459,206,0,1,64.819825,9.274

1244,19,5,1649,764,0,0,59.511137,37.979

1731,6,83,2072,683,1,1,49.607699,177.699

978,71,86,459,61,1,1,53.475458,6.629

1171,38,6,388,111,0,1,60.386488,11.7

277,32,21,166,45,1,1,62.649138,5.235

1098,97,33,2382,322,1,0,46.371631,7.195

1860,50,39,1045,53,2,0,52.43345,23.669

196,70,90,2195,902,0,1,53.830093,5.527

604,26,10,1288,198,1,1,50.413685,13.472

1065,11,49,1817,544,1,0,54.7953,37.08

701,43,36,1905,42,0,0,53.284855,11.686

552,10,32,1261,626,1,1,52.255993,15.084

1611,61,42,520,222,0,0,66.09898,9.477

826,84,27,465,12,1,0,55.244995,5.547

1958,12,41,2091,1038,2,1,48.591831,200.232

1433,67,61,1481,542,1,0,47.021912,13.023

1611,13,95,301,97,2,1,58.611409,23.604

110,64,12,319,101,0,1,70.60642,5.049

1379,82,20,1401,290,0,0,57.615493,7.878

558,29,20,529,195,1,1,58.07796,7.772

1766,40,98,209,65,1,1,62.027583,12.605

1194,82,57,2145,480,1,1,48.14433,10.407

139,28,17,1985,343,2,1,48.487476,5.844

100,63,75,995,479,2,0,57.565163,5.247

985,24,13,2144,299,2,1,49.103827,43.633

1116,63,86,2499,343,1,1,47.021912,20.504

1640,100,99,659,145,1,0,51.754109,6.195

773,25,43,2329,276,0,1,53.904572,30.219

141,82,9,2383,52,0,1,55.228769,5.3

1995,68,92,2179,421,0,1,53.640458,35.248

1259,5,26,766,359,1,0,49.892394,26.242

935,90,93,681,290,2,0,52.876526,5.689

272,47,21,2060,102,1,0,47.355763,6.338

778,43,62,1180,15,1,0,53.28843,10.417

1246,28,16,1438,357,2,1,47.785844,42.515

305,57,41,1037,487,1,1,52.633885,6.5

1833,17,68,1818,469,1,0,48.25798,86.224

1908,37,17,967,266,0,0,60.391735,32.657

705,19,47,426,169,2,1,54.300035,9.604

