nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
1242,92,2,1245,20,1,1,48.079835,6.839

507,16,29,2220,254,1,1,48.665621,18.015

1939,51,96,1895,771,2,1,46.371631,35.856

634,54,92,1628,175,1,0,46.371631,7.696

839,50,71,458,52,2,0,58.675236,6.846

1010,17,59,2215,771,2,0,53.098102,35.695

508,57,83,1655,52,2,1,49.355763,8.196

1742,11,77,622,88,1,1,49.827899,51.346

492,88,74,2081,289,0,1,52.876526,5.92

1377,53,11,990,321,2,0,53.003322,14.244

282,3,2,2208,793,0,0,65.205176,8.554

1249,18,34,679,216,0,0,66.146462,18.898

686,37,25,1465,721,0,0,60.717461,11.171

1934,80,68,1341,642,0,0,59.178372,10.616

670,51,14,907,207,2,0,50.025809,7.296

1930,89,65,625,244,1,0,53.228932,8.239

1841,81,99,655,32,1,1,50.18419,9.146

1260,97,6,1403,97,1,0,49.672194,6.682

1030,54,60,154,41,0,0,75.816787,5.826

1133,28,75,288,57,1,0,60.951005,8.866

216,21,45,264,47,2,1,60.519215,5.42

1658,90,40,2476,456,2,0,46.371631,8.842

1702,78,18,1794,667,2,1,49.150903,15.518

777,41,56,447,72,1,1,51.595728,8.184

444,34,21,507,30,0,1,67.607765,6.62

629,35,14,1760,149,2,0,48.851891,11.301

865,84,13,339,44,1,0,54.602301,5.389

1879,14,15,913,401,1,1,50.006045,79.187

1358,32,66,1128,221,1,1,48.436126,35.522

1799,39,79,1713,455,2,0,48.843767,45.918

467,100,90,384,144,1,0,59.996749,5.184

410,87,47,2153,809,1,1,48.14433,5.937

332,59,6,660,76,0,1,65.026871,5.527

174,98,85,1015,115,2,0,58.453215,5.366

1845,95,46,2029,87,2,0,46.371631,8.11

564,89,38,2373,918,0,0,56.226245,5.998

1846,59,3,262,40,0,1,68.980866,9.986

1508,3,60,1414,389,2,0,57.126474,62.584

876,23,21,297,99,0,0,73.750526,7.702

1289,71,2,1641,702,0,1,55.20294,13.302

395,95,33,2244,213,0,0,56.675904,5.579

190,82,10,1225,72,1,1,51.128462,5.236

487,36,65,1195,401,2,0,52.23067,7.854

1131,86,6,650,20,0,0,66.022967,5.867

1103,100,3,1150,14,1,1,48.362336,6.268

428,15,10,873,400,1,1,53.869953,8.74

551,15,8,928,291,2,1,50.915569,11.524

405,80,38,350,20,0,1,67.946294,5.199

1250,35,80,510,129,2,1,50.959612,15.738

371,6,72,1681,339,0,0,63.894054,9.192

1178,64,77,1691,422,2,0,50.120932,12.286

309,44,18,295,33,1,0,61.342777,5.257

1928,14,59,182,49,2,0,71.195921,14.67

1489,87,80,1562,519,1,0,46.371631,8.139

797,51,12,2313,60,1,1,47.021912,17.441

360,75,13,2064,117,1,1,48.614272,6.162

562,70,25,1895,174,0,1,53.128462,7.401

876,3,31,1658,118,2,0,52.841091,28.635

745,71,4,1289,402,2,0,49.20294,6.958

1304,48,23,2461,137,0,0,54.292116,28.2

874,78,39,1020,26,2,0,51.137757,6.597

1314,96,59,1334,472,0,0,58.644355,6.321

922,92,38,1266,26,0,1,54.147212,6.684

1275,71,46,360,43,0,1,66.17579,6.877

816,54,39,1677,100,2,0,47.355763,10.445

1283,72,79,1200,345,1,0,47.533909,9.206

1777,20,11,2029,745,2,1,49.086408,132.101

1924,97,92,2139,334,0,0,55.366233,8.016

983,63,81,2163,859,1,1,46.371631,10.783

1302,60,20,947,416,2,0,51.996749,10.79

136,91,80,1595,82,1,0,54.006045,5.192

1749,26,13,1303,104,1,0,49.511468,47.412

1162,95,39,1971,390,0,0,56.406315,6.614

185,77,6,2224,190,2,0,51.168322,5.436

1583,77,74,1399,396,2,0,48.193485,10.4

1954,81,35,2331,372,1,1,46.371631,12.587

736,65,59,1417,671,0,0,58.926039,7.42

889,41,92,1499,208,1,1,47.355763,18.62

394,54,74,527,233,0,0,68.813143,5.485

1313,57,4,2413,642,2,0,46.371631,17.741

1048,46,85,2391,659,1,0,51.08929,21.999

1483,49,76,1596,604,2,0,47.355763,24.308

1490,92,69,467,94,2,1,51.484753,6.019

1001,39,89,1105,465,0,0,59.502173,13.936

1413,61,67,686,113,0,1,57.764578,12.629

1177,54,35,516,217,1,1,51.985949,10.785

1424,21,98,2310,927,0,1,54.339895,98.023

1267,4,64,477,202,1,1,53.660911,28.583

631,98,70,881,399,1,1,50.226933,5.61

974,76,70,1458,56,0,1,56.188935,8.862

1618,42,75,1269,597,0,1,53.649753,42.363

752,78,56,1219,327,2,1,48.09298,6.896

391,47,5,643,105,2,0,54.395095,5.715

306,17,86,2357,1135,2,1,50.643145,10.188

547,66,34,2199,894,2,1,48.079835,8.342

222,36,88,558,276,1,1,53.440023,5.801

249,17,88,187,26,0,0,83.285219,5.246

850,5,37,2380,60,1,1,50.47818,56.056

334,91,4,1729,405,0,0,60.259843,5.44

1747,9,77,934,8,1,1,50.591831,81.725

610,8,7,1336,404,0,0,66.222714,13.491

964,53,52,515,254,1,1,51.788727,8.762

605,17,31,2066,520,0,0,58.838042,15.667

1850,46,36,2005,512,0,0,54.776561,45.555

130,7,4,662,322,0,1,69.383843,5.36

1932,7,49,1957,64,2,0,50.100288,128.009

1338,8,29,1383,484,2,0,56.226245,47.782

831,6,6,2218,113,2,0,56.095863,33.723

1619,18,28,1334,119,2,1,49.024795,82.179

1083,6,4,1496,31,1,1,47.533909,58.068

1807,21,3,1618,558,0,0,58.116165,72.878

886,27,93,2429,527,1,1,48.656326,39.904

1479,4,29,887,171,1,0,54.789741,41.711

1710,42,10,1988,406,2,1,47.429553,71.849

1817,62,63,1497,140,2,1,47.021912,30.917

1672,65,53,2225,47,0,1,51.869953,32.808

889,51,95,1763,524,0,0,58.702102,12.961

744,40,38,289,62,1,0,66.012824,6.543

907,25,94,1485,44,2,1,50.426831,28.782

376,20,79,1872,362,1,1,51.444893,11.254

1792,26,7,2249,89,2,1,48.665621,136.092

816,13,88,2189,1059,0,0,56.749695,27.967

1490,54,16,1543,145,1,0,50.44425,21.192

1841,28,15,2071,844,0,1,53.0778,125.571

980,65,89,1947,396,0,0,58.150467,10.715

316,23,5,958,469,2,0,57.420465,6.25

729,77,51,327,98,1,1,56.497525,6.668

897,11,18,100,10,2,0,73.336422,6.333

1312,66,12,1872,569,1,0,46.769977,14.218

292,41,17,1516,755,0,0,59.831469,6.198

714,38,28,2182,148,2,0,47.429553,14.172

1212,4,79,415,48,2,0,62.700114,16.031

1183,79,63,1870,614,1,0,50.721509,9.109

1736,59,9,2340,329,2,0,46.371631,26.363

418,72,46,1872,192,0,0,59.460289,6.327

1875,84,97,2086,919,2,1,46.371631,12.369

1686,70,44,334,29,1,1,55.410963,8.356

439,65,62,375,46,2,1,56.016514,5.469

708,28,16,966,157,1,0,54.497945,10.177

1398,76,47,2214,396,1,1,46.371631,15.902

2000,11,14,805,321,0,1,59.761086,86.734

177,33,38,2035,61,0,0,60.472456,5.811

1416,90,90,357,80,0,0,72.92548,5.743

518,62,83,236,12,1,0,67.511639,5.366

717,77,29,131,21,2,0,70.285015,5.221

591,26,28,2036,469,0,0,58.23809,13.303

1066,94,16,456,228,2,0,58.556306,5.635

232,4,12,1356,46,1,0,62.502815,6.685

1911,61,26,354,176,2,1,55.557793,11.754

534,99,98,1047,173,2,1,49.672194,5.566

1778,24,5,984,164,1,0,52.29074,40.213

1781,38,81,1554,708,1,1,47.672194,66.136

1370,6,54,1231,36,1,1,51.935137,69.836

1228,65,36,390,110,2,1,52.542676,8.545

1754,10,51,2466,634,0,0,55.996749,125.666

1289,7,83,1116,473,1,1,52.025809,56.027

1954,83,79,2294,13,0,1,53.417582,18.773

845,78,64,1444,532,2,1,48.439008,7.756

821,7,66,1976,330,1,1,49.670206,42.917

307,57,4,1207,568,0,1,59.012824,6.058

1758,33,79,1659,468,2,0,51.672194,52.019

900,31,5,1043,308,2,1,50.876677,18.658

384,73,9,478,188,2,0,57.181188,5.265

419,55,19,1449,451,0,1,55.016188,7.035

1453,28,29,2008,668,2,0,52.980065,49.986

428,93,55,1137,184,1,0,49.264553,5.469

1808,69,44,1057,286,0,1,56.969124,16.764

970,26,21,1146,143,1,0,53.226442,17.09

1845,53,33,2435,601,2,1,48.487476,66.734

249,40,9,1207,499,0,1,59.437347,6.055

970,81,24,1672,296,2,0,48.656326,7.497

803,13,53,1101,288,0,0,57.910171,15.94

1930,4,64,934,71,0,1,61.722337,107.281

1622,4,40,697,42,1,0,57.567905,38.068

1334,87,40,351,32,2,1,51.892394,5.845

1244,36,95,422,39,1,0,61.39968,10.638

1274,73,39,264,91,0,1,70.891853,6.343

1629,51,12,777,7,1,1,48.760681,21.628

591,30,94,2418,430,2,0,51.966872,13.941

646,43,82,588,168,1,0,59.051867,7.083

430,5,22,783,216,1,1,54.00032,9.321

779,52,32,1027,24,2,0,51.103827,8.395

1174,67,95,1314,477,2,1,48.617154,12.402

1762,22,90,2212,691,0,0,54.838042,87.387

1875,71,61,2099,39,1,1,46.371631,24.861

1106,51,71,2319,88,0,0,55.889718,19.635

1095,59,24,913,35,1,1,51.094532,11.553

1041,61,64,1129,369,0,0,56.551488,9.299

1026,37,88,722,169,0,1,62.064231,14.815

1796,20,75,2465,746,2,0,46.371631,91.833

393,58,73,2482,1220,0,0,57.195357,6.872

1895,9,82,462,39,1,0,61.818961,31.527

669,93,17,1910,946,2,0,49.856959,6.179

1210,69,63,1763,550,0,0,55.899702,11.039

1142,20,75,987,110,2,0,55.097414,21.332

1038,45,39,2132,261,0,0,55.261877,19.4

836,84,45,457,65,0,0,64.945618,5.438

1757,95,3,956,368,0,0,58.61972,6.29

436,81,4,1277,621,2,1,49.754109,5.742

191,10,79,2237,282,1,1,51.575963,7.261

173,80,78,2260,1090,2,1,46.371631,5.379

650,73,57,1861,151,0,1,55.734013,7.604

1163,100,54,1427,449,0,1,57.029706,6.144

702,41,65,121,50,1,0,72.857248,5.563

380,55,71,2271,432,1,0,49.271173,6.864

1049,57,31,361,149,1,1,52.365218,7.567

1329,26,40,2434,278,1,0,46.371631,39.888

376,57,66,1550,766,2,0,51.12915,6.16

126,26,47,2215,215,1,1,51.137757,5.825

1765,18,97,220,92,1,0,68.048165,13.836

903,87,82,1649,179,1,1,48.14433,7.092

627,31,73,703,55,0,0,66.26078,7.834

1228,49,5,1291,251,2,0,48.591831,15.569

424,63,30,176,75,0,1,75.285279,5.221

1267,55,11,164,64,1,1,63.979935,7.079

990,7,80,736,24,2,0,56.13946,17.477

158,97,14,183,85,0,0,81.272597,5.134

1145,88,74,1495,87,2,1,46.371631,7.447

1588,60,64,811,96,0,1,57.883099,16.031

660,80,14,879,396,2,1,50.14433,6.005

415,7,58,1249,237,2,0,55.634196,8.85

265,16,86,1401,324,1,0,62.207654,6.536

100,85,89,1017,199,2,1,48.899655,5.148

1628,60,19,1978,67,2,1,46.371631,31.67

1773,67,5,1787,425,0,0,55.012617,18.433

688,81,21,1055,292,1,1,47.914835,6.321

708,8,68,1956,842,1,1,49.177617,31.249

423,36,27,2008,108,0,1,54.07411,10.086

1156,57,93,882,71,0,0,62.652479,9.858

1654,85,26,1422,597,2,1,46.371631,7.99

1190,32,57,251,99,1,0,60.982118,8.648

517,69,75,711,134,0,1,63.126965,5.861

1587,81,83,875,262,2,0,49.433403,7.824

1467,15,37,1818,706,2,0,48.21325,59.176

317,54,54,487,37,1,0,61.964197,5.338

814,89,23,1711,81,2,1,47.021912,6.684

251,16,58,2119,529,2,0,53.306608,7.214

1511,81,71,1572,513,2,0,46.769977,9.578

1387,84,54,2067,94,2,0,47.429553,9.562

942,58,96,2392,378,2,0,47.429553,13.802

613,55,89,265,50,1,0,65.654152,5.557

877,71,41,170,63,2,0,63.976234,5.359

1598,10,52,842,147,2,1,51.063967,58.596

226,43,56,1132,517,1,0,54.29074,5.545

1358,75,5,1819,493,0,0,58.020278,10.601

1341,90,69,2237,877,2,0,46.371631,7.86

1001,6,34,1833,622,2,0,51.086408,36.709

1657,40,65,1591,536,0,1,53.683201,54.872

1846,94,47,1436,258,2,0,46.371631,7.794

1058,79,29,157,78,1,0,67.665058,5.31

1817,46,35,1138,451,2,1,49.012617,40.245

254,61,4,2105,272,2,1,47.598404,6.071

1098,31,35,1735,425,2,1,46.371631,27.804

676,37,18,1764,98,1,1,49.177617,15.634

498,57,28,1183,412,2,1,48.25798,7.112

312,44,39,523,7,0,1,65.548972,5.701

1588,97,63,2015,190,1,1,47.420258,8.368

491,21,38,940,271,2,1,48.591831,9.751

1567,81,78,1788,846,1,0,46.371631,10.021

1150,2,24,987,427,2,1,55.889923,44.004

1985,52,79,440,125,0,1,65.629863,17.854

1524,83,95,362,40,0,0,68.952373,6.0

189,79,63,2104,443,1,0,47.429553,5.392

600,85,46,768,55,0,1,60.857119,5.581

1500,94,43,734,160,1,0,50.226245,6.177

721,7,53,1367,51,0,0,62.061244,17.146

231,78,30,1255,73,1,0,52.25798,5.327

1426,35,66,1568,670,0,0,58.402688,31.571

1190,61,30,1596,487,1,0,46.371631,11.644

555,5,43,1269,218,1,1,52.760681,16.297

640,71,45,2097,246,1,0,49.649753,7.417

1009,57,84,475,167,1,0,59.177809,7.44

1511,61,54,1062,247,0,1,56.989006,17.54

673,23,23,2383,687,1,0,51.009941,18.205

604,10,34,1430,222,1,0,55.640132,13.732

1177,3,57,1118,465,1,0,59.867262,33.142

1554,25,23,2190,612,0,0,56.426831,62.736

947,16,85,2350,280,0,1,53.873675,52.037

663,62,7,385,107,1,1,54.030679,6.0

486,78,72,992,294,1,1,47.85034,5.823

1649,57,16,594,273,0,1,61.70395,14.955

258,14,43,458,222,0,0,72.536833,5.524

1526,5,12,1794,309,0,1,56.671034,122.01

1573,85,29,1300,450,0,1,53.931924,8.766

376,90,6,1170,188,1,0,49.484753,5.437

641,64,71,1811,782,1,1,46.371631,7.855

1429,84,28,1691,447,2,0,47.200058,8.89

111,92,81,1025,425,0,1,61.660223,5.095

1998,68,49,907,117,2,0,49.429553,13.553

1539,91,46,1872,359,2,0,49.689614,8.293

1914,31,77,1301,426,0,0,61.533095,49.198

649,28,99,1825,618,0,0,59.928875,13.338

1120,20,52,1362,101,2,1,50.616466,39.588

975,60,39,2396,308,0,1,51.307296,17.811

760,38,58,859,376,0,1,58.767301,11.444

645,9,84,822,316,2,1,51.094532,14.022

1069,4,13,2271,612,0,1,52.980065,80.133

1779,24,89,2443,189,0,1,53.148227,144.698

1977,74,53,743,72,0,1,60.048457,12.307

889,93,15,869,6,2,0,49.306608,5.919

1680,45,96,2195,59,1,0,51.650441,43.32

1744,9,4,1272,74,2,1,47.607699,104.637

1788,34,36,172,72,2,1,60.407237,12.629

419,15,5,2357,232,0,0,55.754797,11.295

1437,84,38,2010,942,2,1,48.079835,11.13

1383,14,77,1068,11,0,0,60.345811,35.175

1796,39,61,2248,145,2,0,47.420946,58.88

1405,25,52,2065,828,1,0,48.779272,50.061

1019,16,72,1488,436,0,1,57.097414,39.494

560,42,83,913,130,0,1,59.347705,8.301

1577,33,88,558,121,0,0,65.190969,17.705

898,35,74,219,19,1,1,59.023624,7.497

1341,84,13,1611,20,2,0,48.006045,8.397

1600,92,23,1899,32,2,0,46.769977,8.515

1573,44,89,1428,367,0,1,55.398175,40.437

249,33,49,966,333,2,0,58.504565,5.7

1478,96,79,2120,1009,0,0,56.333482,7.344

1571,75,65,2359,7,0,1,51.202252,21.691

994,89,27,654,156,0,1,57.95559,5.727

1963,43,66,2360,770,2,0,46.957417,63.957

985,27,85,2369,1027,0,0,56.812031,29.529

973,47,46,1092,172,0,1,57.586433,14.666

1570,39,60,616,19,1,0,55.754109,16.642

113,6,22,2275,1005,0,0,65.298207,5.721

1587,81,95,817,15,1,0,54.217637,8.26

1071,90,63,250,10,0,1,74.552833,5.474

252,85,43,541,193,2,1,54.970769,5.157

509,9,55,439,179,1,0,65.150689,6.952

1185,17,41,941,25,1,1,49.996749,33.922

117,26,84,825,22,0,0,68.47904,5.459

798,83,49,2416,1037,2,1,48.079835,8.067

1358,4,20,2097,846,0,0,61.226404,73.794

303,55,88,2121,97,1,0,51.853222,6.283

1386,59,76,745,59,0,1,57.744813,13.546

1762,78,88,1094,47,2,1,47.914835,12.192

734,57,7,1038,320,0,1,59.09976,8.702

663,2,78,374,75,1,0,71.415993,8.181

1293,46,44,452,209,1,0,56.326046,9.688

1959,38,74,1463,693,1,1,47.429553,73.529

1254,13,99,2069,124,2,1,48.977182,82.629

1986,34,72,1736,772,2,0,52.617154,63.912

852,47,76,2107,707,2,1,47.355763,19.811

1598,71,80,2354,118,1,0,47.021912,18.126

593,37,33,1322,222,2,1,51.417582,11.383

533,97,56,1910,410,0,1,52.876526,5.706

1945,36,89,563,97,1,0,52.980065,22.481

1592,99,74,2215,34,1,1,47.429553,9.058

220,24,17,1048,517,1,0,56.616466,5.701

1283,60,22,357,40,0,0,67.110311,7.242

719,65,87,438,27,2,1,54.40439,6.258

1870,80,65,2392,8,1,0,46.371631,14.493

697,46,90,1744,659,1,0,47.827899,10.656

412,86,41,258,36,0,1,71.114861,5.172

514,84,78,257,41,2,0,59.417582,5.181

138,61,5,301,147,0,0,72.976331,5.11

180,68,15,477,17,1,0,52.83516,5.692

542,91,91,1413,677,0,0,58.365576,5.643

1517,12,11,766,133,2,1,51.086408,47.86

887,32,45,1890,586,1,1,52.006045,27.222

1359,53,46,158,55,2,0,67.911408,6.421

1204,27,52,566,165,0,1,59.958666,18.853

919,77,90,1643,89,1,0,50.999472,8.094

384,99,60,289,103,1,1,56.894919,5.163

1037,63,32,174,77,2,0,67.912913,5.661

1169,30,12,2259,23,0,0,58.750569,35.062

601,67,63,1052,439,0,1,56.63581,6.733

573,58,47,1641,295,2,0,48.436126,7.497

1729,93,66,392,11,0,0,71.914559,5.95

1308,65,100,1777,649,2,1,50.908262,18.357

196,100,51,2402,1029,1,1,48.665621,5.613

1706,13,3,2365,236,0,1,52.520923,167.994

1477,28,57,614,17,1,1,47.672194,27.226

823,53,10,174,12,1,1,60.88313,5.955

468,78,4,1289,591,0,1,53.892394,6.328

744,44,2,1413,75,1,0,48.977182,10.325

1108,22,35,147,57,2,1,57.592679,8.463

1934,92,35,2471,490,1,0,46.371631,8.907

1297,63,60,1355,586,2,1,47.914835,15.891

773,38,93,1667,808,1,0,51.307296,13.46

581,22,59,2459,190,1,0,54.953571,15.422

246,22,80,1166,96,1,1,52.394278,6.58

592,18,24,2436,83,2,0,54.00032,16.83

803,30,70,1873,342,1,1,51.232817,24.109

389,91,94,2052,700,0,0,57.569701,5.543

1538,31,90,869,87,0,1,60.607171,35.433

796,14,55,363,108,2,1,57.505055,10.351

1259,93,37,1074,212,2,1,46.769977,6.52

872,65,72,577,160,2,1,51.921454,7.092

243,53,3,972,410,1,0,53.463001,5.413

757,55,90,483,50,1,1,53.462313,7.071

653,34,69,2124,70,2,0,52.035793,13.477

635,6,65,1407,19,0,0,64.413689,15.328

1011,3,37,558,198,0,1,67.852016,21.726

1584,3,27,2449,1139,2,0,52.846649,115.635

1904,52,72,755,119,0,0,63.91151,17.791

877,100,66,1004,383,1,1,47.598404,5.875

422,76,8,1168,348,2,1,48.25798,5.872

1930,67,6,2410,1183,2,0,46.371631,19.917

1339,47,100,1245,373,1,0,55.987454,17.971

1520,98,9,304,82,1,0,59.029706,5.457

249,78,2,2002,443,0,1,54.031368,5.52

1612,69,29,371,41,1,1,53.306608,8.478

1718,60,100,2357,1086,0,0,59.170481,28.29

1027,46,33,1363,502,2,0,48.863532,14.022

529,96,7,275,72,2,0,60.890604,5.159

1134,77,76,786,348,1,1,50.01919,7.5

928,65,37,2219,128,0,0,56.311193,10.581

1971,93,57,1591,461,1,1,46.371631,7.222

1280,62,29,942,37,2,0,52.970769,10.178

1252,56,58,556,36,0,1,59.369115,10.771

913,69,20,2225,161,0,1,53.284855,11.786

690,30,10,2069,579,0,0,57.916398,14.878

162,65,7,1168,464,1,0,53.899702,5.263

844,14,55,546,64,2,0,54.07054,10.805

854,55,82,1813,846,1,0,46.769977,11.223

1058,37,96,1449,176,1,0,51.012617,18.584

1353,59,30,471,139,0,0,69.060147,8.219

928,94,74,2024,389,0,1,53.576651,6.543

491,32,80,2385,1010,0,0,54.905166,10.707

1727,43,46,855,146,2,1,48.7953,32.185

1331,56,15,1657,268,1,1,46.371631,20.629

273,67,96,665,324,1,1,48.885821,5.336

1723,76,41,2075,617,2,0,46.957417,14.724

922,21,4,102,39,2,1,70.32484,6.747

1683,56,91,2184,920,0,0,56.831609,29.796

715,33,40,1821,91,1,0,50.426831,13.802

1069,12,54,1112,232,2,0,53.514501,24.484

1311,85,28,1781,80,0,1,52.644226,8.891

1932,62,84,2315,644,2,0,46.371631,26.591

389,51,22,2386,1133,2,1,47.932254,8.359

