nbIndividus,nbColnes,nbNouveaux,nbGeneration,nbGenerationInjection,methodeMutAc,methodeSelection,cout,tempExecution
335,11,94,896,22,0,1,274.594643,10.805

177,18,23,274,125,2,0,272.258607,5.228

720,95,74,152,64,1,0,280.049764,5.491

1953,6,85,302,92,1,1,257.017603,51.541

1830,96,91,4655,1544,0,1,202.731032,23.346

930,37,92,389,38,2,0,247.549289,9.344

650,51,63,2244,421,2,1,187.150803,17.944

101,32,85,2918,760,0,1,225.222895,6.278

1819,83,18,1811,894,1,1,178.95635,19.993

1524,33,26,4804,229,0,0,205.895549,115.739

1890,46,13,3162,1355,0,1,210.063521,160.39

1405,7,66,500,211,2,0,247.852418,23.398

685,83,48,4772,800,2,1,157.422721,14.921

719,75,50,1071,315,0,1,252.901099,8.305

1112,36,66,2240,970,0,1,230.373941,60.563

539,56,32,2371,490,1,1,177.382378,13.599

1485,57,57,1444,503,1,0,185.981832,21.196

1905,11,74,617,43,0,1,268.599916,87.318

1725,69,36,953,197,2,0,209.430435,14.021

1600,52,74,4445,1299,0,1,202.534915,134.022

669,9,42,4463,1199,2,1,168.919331,83.943

120,86,40,2070,465,0,0,235.480862,5.522

1786,14,7,3368,104,0,0,215.777196,169.586

678,2,68,540,92,0,1,286.565799,16.347

617,93,83,1238,223,2,1,194.043965,7.055

500,84,18,1579,333,2,0,193.903301,6.91

105,41,2,3320,402,0,1,223.312779,6.262

345,58,92,3423,1364,1,0,178.410257,9.082

974,41,62,1702,388,1,0,200.888708,19.148

412,35,31,4426,1378,1,1,162.952407,22.235

1142,75,71,2422,254,2,0,166.201782,15.273

465,63,58,1662,338,2,0,190.277304,7.72

1058,23,66,2341,584,2,0,185.675505,39.438

947,78,85,3260,1086,2,1,164.670278,17.993

1117,69,16,1268,361,2,0,198.920903,10.955

204,28,45,1598,720,2,1,196.027842,7.14

1429,44,47,231,82,2,1,269.277558,12.591

847,34,66,3122,222,1,1,168.67186,53.128

1542,39,44,213,13,2,1,277.965584,15.176

558,62,22,3184,1496,1,0,182.583233,11.36

434,32,95,243,27,1,1,287.031281,6.521

1031,73,91,130,46,0,0,341.671356,5.855

1015,84,84,1857,219,0,1,235.304598,11.587

867,26,36,2450,400,1,1,181.317181,53.631

1449,80,93,3469,626,0,0,206.512217,20.933

1456,70,12,417,64,0,0,289.145085,7.965

115,41,10,4088,1119,2,1,167.608049,6.704

975,37,73,1798,754,2,1,192.045841,38.582

1913,99,66,2202,579,0,1,226.187763,13.774

1412,32,7,2481,847,0,0,225.646223,55.759

136,97,9,261,27,0,0,308.458738,5.163

991,3,24,955,93,1,1,226.654538,46.294

1036,19,99,1129,456,0,0,255.428311,22.664

419,41,6,4506,353,0,0,209.584097,13.86

1609,38,28,1085,174,0,0,246.943269,29.612

972,72,2,1815,48,0,1,232.507626,14.694

1690,39,69,692,145,2,1,220.152537,40.827

824,37,83,4042,752,2,1,161.763673,60.193

525,92,64,277,86,2,1,255.884972,5.541

1149,78,31,1775,337,2,0,174.944989,11.635

176,82,89,493,228,1,1,247.158639,5.312

1269,18,17,1770,162,2,0,188.792896,46.303

431,13,47,1137,181,1,1,215.991959,13.244

438,56,92,4898,2090,1,1,156.863801,17.442

1779,89,100,1583,620,2,1,214.896599,14.452

699,69,25,3341,122,0,1,215.6726,16.783

977,45,100,4677,1853,1,0,187.646126,39.949

524,59,48,4475,1236,2,1,155.741232,19.172

927,18,15,2687,741,2,1,187.458097,78.44

1813,62,15,904,323,2,0,203.132333,16.958

874,96,91,3440,1393,0,1,214.63269,11.29

724,25,69,2177,323,1,1,182.122776,36.842

1738,69,60,3022,1131,0,0,211.926246,31.928

1480,92,88,1180,565,0,1,242.904057,9.583

560,96,96,4784,2335,2,0,154.45718,10.711

760,39,9,640,307,2,0,219.923273,8.852

160,52,15,2500,749,2,0,187.822994,6.089

1330,22,15,3392,1106,0,1,211.154817,174.98

718,98,51,2189,130,0,0,226.104407,8.486

207,64,53,465,225,1,0,245.868651,5.491

264,21,91,2416,304,0,1,228.631075,11.139

384,65,2,2850,1101,2,0,186.35403,8.243

1571,2,43,2008,861,2,0,208.026769,102.698

778,63,16,1571,709,1,1,193.019261,13.904

1878,19,29,2505,982,0,1,216.592557,270.542

560,2,9,1334,486,1,0,235.768286,14.439

581,50,42,1158,126,1,1,203.112043,11.056

1935,32,81,2626,291,2,0,176.166897,104.859

1303,93,47,2870,497,2,1,168.144626,15.071

565,50,59,3539,164,0,1,214.290018,21.715

1128,8,14,1464,619,0,1,247.430568,77.904

1318,63,74,3847,670,0,1,210.623416,56.861

1244,24,11,3430,515,0,1,212.401303,149.65

1023,58,50,1355,169,1,1,193.174287,19.76

1367,47,40,1697,703,2,0,187.390601,27.269

1890,92,69,4212,833,2,1,160.351654,28.92

343,4,54,3712,1297,2,1,190.637857,26.021

422,23,2,2246,580,2,0,189.717513,11.64

1913,52,2,1275,201,1,0,198.387033,31.815

1211,86,37,139,36,2,1,285.655522,5.923

1478,53,29,2780,1163,2,0,176.350262,39.687

1683,53,81,1645,802,2,1,194.741024,57.971

284,26,59,144,53,1,0,315.299211,5.315

1989,77,6,2161,532,0,0,224.590001,22.156

1079,20,99,2291,1070,2,0,195.144522,42.806

1907,41,26,857,414,2,0,219.44322,29.856

690,50,20,2196,1031,2,1,188.483156,19.5

1494,72,11,2142,669,1,0,178.999175,19.27

443,41,65,4016,1063,1,1,164.62181,21.014

1665,83,58,1656,447,1,1,185.089108,17.777

1317,22,77,4318,1692,2,1,159.329317,220.961

1350,21,12,1465,309,0,0,245.491884,42.508

1975,42,29,696,184,2,1,215.329666,50.558

727,21,16,2797,1254,2,0,181.301358,28.109

1765,62,23,586,173,0,1,275.667182,19.416

1371,18,3,1331,91,1,0,200.125107,42.295

507,20,15,2496,595,2,0,181.30172,15.509

295,90,90,437,15,2,0,253.494438,6.057

515,80,91,1882,941,2,0,195.741826,7.5

281,27,41,4807,1243,0,1,207.839129,16.625

808,35,80,876,156,1,0,216.129893,11.498

701,91,38,890,104,0,1,258.052798,6.658

346,100,32,535,38,0,1,288.016159,5.57

1109,15,65,3670,436,0,0,214.174656,78.11

1296,72,39,4009,1684,1,0,157.396431,27.287

1226,99,84,2678,60,1,0,178.170747,16.42

1226,35,76,2847,1005,2,0,179.431819,48.645

423,84,31,325,147,2,1,251.370719,5.604

1655,29,71,567,182,2,1,225.457612,42.985

1252,88,38,2570,616,1,1,175.082065,14.928

1807,67,81,4801,42,0,0,203.181828,70.235

813,13,47,901,168,2,0,224.518038,15.356

1502,24,63,3506,822,0,1,216.813112,223.289

403,19,49,3531,91,2,1,172.95368,25.199

208,50,32,1012,475,1,1,219.317585,5.983

1094,47,38,4933,42,1,1,160.612847,95.096

586,56,66,4515,981,2,0,157.58179,15.893

1954,12,65,4873,1176,0,1,201.012538,662.61

701,100,46,2693,258,0,1,222.280297,8.847

149,11,57,4970,921,2,0,179.006358,8.003

969,97,44,2097,533,0,0,226.467087,8.929

727,56,30,2741,516,1,0,180.969682,14.157

1655,15,6,883,333,0,0,262.923172,41.214

1715,10,16,634,51,2,0,227.955881,36.243

1670,33,46,4438,245,1,1,159.612356,260.503

1478,35,79,4602,2265,2,1,156.175986,197.461

150,50,42,2065,986,0,0,241.977152,5.832

785,92,5,723,185,2,1,210.866019,6.858

1504,87,99,284,102,2,1,263.511783,6.864

1966,88,3,257,32,0,0,307.095256,6.647

953,87,59,2377,30,1,0,176.460879,14.01

403,69,88,312,28,1,0,253.141575,5.734

1182,23,90,417,34,1,1,231.839757,21.884

610,3,36,1648,291,1,0,208.583331,17.661

1946,78,48,1932,819,0,1,228.367643,27.667

910,26,49,751,50,1,1,218.921289,21.515

704,60,61,4376,374,2,0,167.131945,17.737

1563,23,98,970,118,2,0,212.924118,35.369

1479,39,50,851,118,2,1,209.959722,37.84

1055,82,85,2559,950,1,1,165.829063,14.875

432,61,30,2751,1048,0,0,217.734587,8.7

1424,37,25,467,111,1,1,240.420384,22.938

515,75,78,212,27,0,1,328.425602,5.696

421,100,62,2730,1057,1,0,169.933594,7.505

222,51,72,3648,295,0,1,225.696488,8.654

570,33,35,4177,1637,2,1,163.194794,36.059

819,24,97,2319,176,1,1,179.848291,48.625

1938,52,29,834,23,2,1,205.56114,41.359

756,52,97,3283,951,1,1,173.062693,28.875

719,63,91,2131,190,2,0,180.537229,11.459

1725,51,7,760,104,2,1,211.935641,31.541

1715,82,88,1798,353,1,0,183.702665,15.275

1887,32,61,1385,18,2,0,187.651366,60.766

1640,87,64,1671,518,0,1,236.191877,14.018

536,97,58,2785,754,0,0,209.781686,7.851

1034,94,48,3634,1317,0,0,206.126234,12.234

1711,90,22,2544,869,1,1,177.419191,17.929

1537,76,76,3025,792,2,1,169.800599,32.918

718,4,41,3546,977,1,1,177.132637,83.353

1634,50,71,1434,499,0,0,242.144191,28.267

134,96,98,4165,1282,2,0,168.669589,6.167

1487,93,81,142,24,0,0,337.139158,6.22

1230,25,94,1302,342,1,1,197.41392,55.864

1201,60,80,2925,441,1,1,169.660495,42.301

975,73,81,3956,193,2,1,161.55273,26.684

1429,55,100,3534,719,0,1,260.013822,79.18

846,59,32,2736,225,0,1,215.758635,24.266

244,31,21,205,41,0,0,328.843013,5.25

1306,90,68,810,346,0,1,270.719708,7.976

199,50,33,2416,62,0,1,229.230276,7.425

1122,26,34,3623,1742,0,0,211.880715,60.563

1355,69,13,1513,574,2,1,185.816886,21.713

1702,10,21,961,464,1,0,214.984649,51.631

907,64,24,1437,551,1,1,199.222694,14.605

1689,20,2,3757,1588,1,0,171.42828,148.362

1760,54,48,1812,863,1,1,187.775206,64.727

107,58,3,4307,1722,1,1,173.226194,6.32

299,2,71,1462,705,1,0,222.871956,8.316

1816,29,23,4466,1277,0,0,195.140897,162.296

1434,35,12,739,135,0,0,269.560632,19.718

1872,13,84,496,167,0,0,287.579197,32.679

962,25,45,2090,326,1,0,188.553154,30.173

1288,42,27,4902,804,0,0,199.194295,69.342

1768,10,92,956,258,1,1,212.408596,115.378

1460,12,46,2248,289,1,1,186.06777,175.042

1293,71,90,453,38,0,0,283.895391,8.625

971,97,2,2957,1121,1,1,167.723813,11.417

256,53,32,2972,396,2,1,168.601602,8.504

547,66,82,4989,1393,1,1,152.315974,18.272

312,45,24,1562,60,1,0,200.33238,7.022

1309,58,22,739,166,1,1,223.627486,17.177

1349,66,22,1424,281,2,0,190.385697,15.108

214,79,18,1423,43,2,1,207.961409,5.865

1504,31,6,4925,1391,1,1,155.172287,251.418

988,87,25,1556,732,2,1,188.20109,9.494

717,94,23,3608,213,2,0,172.319016,10.614

367,64,73,1436,190,0,1,242.68666,7.35

1363,82,85,4059,992,1,1,154.741455,28.605

1209,76,13,2437,705,1,1,173.237253,20.896

142,67,35,1411,587,0,1,253.256713,5.618

967,18,31,4682,949,1,0,173.542953,69.911

1726,18,45,4180,1415,0,0,206.968682,179.603

1609,65,23,1553,488,0,1,238.616495,32.212

1969,88,50,565,36,1,1,221.788488,10.519

117,67,35,1600,442,2,0,201.871235,5.611

1433,30,54,302,107,0,1,301.657854,19.661

267,99,27,4036,1134,1,0,157.51964,7.162

1489,74,59,583,59,0,1,275.670367,11.394

213,35,95,2599,612,0,0,222.19022,7.014

1380,56,8,1728,236,1,0,189.183619,22.013

1756,97,45,4387,2099,2,0,156.462384,21.994

318,45,24,3729,312,2,1,168.77309,13.036

548,60,69,4815,1466,0,0,205.274838,14.375

669,46,64,3741,46,0,1,211.633469,34.025

152,95,24,4374,96,1,0,174.836265,6.71

1096,28,58,2892,209,0,1,219.841407,90.579

1930,67,21,3447,780,0,0,210.048187,44.13

814,67,81,926,66,0,0,264.19083,8.525

424,80,69,2487,1227,1,0,181.819523,7.46

915,79,29,3347,987,2,0,168.368968,13.657

248,74,6,1627,14,2,1,195.049148,6.343

885,32,74,1426,516,0,1,241.277927,30.076

626,67,80,1726,136,1,0,195.918129,9.102

961,75,76,4259,1843,2,0,163.713514,17.926

215,26,27,4516,723,2,0,180.503905,9.047

1633,6,19,1873,881,1,1,193.439546,204.572

1977,96,48,4444,103,2,0,161.503462,27.913

1413,58,67,1132,194,2,0,202.978489,16.678

1401,25,83,4981,1540,0,0,197.665992,123.881

860,14,81,500,40,1,1,234.143712,18.747

503,91,22,4405,1607,0,1,206.748634,9.583

764,69,95,4559,2248,2,0,161.105229,16.99

427,5,73,4227,806,2,0,186.05213,21.914

310,28,44,3164,1371,2,0,184.899638,9.96

1018,99,66,4442,72,1,1,150.135879,18.668

1205,33,47,3619,1308,0,0,214.573892,58.968

438,46,69,1887,155,2,0,192.915732,9.103

802,51,91,3863,1154,1,1,164.523386,38.151

1529,90,6,2634,494,2,0,169.778045,14.832

1170,95,75,4194,1214,1,1,156.891752,17.373

821,23,69,4209,26,2,1,170.138035,95.342

719,74,84,3612,705,1,1,156.532324,17.37

675,9,64,2860,746,0,1,223.194507,59.338

1519,11,89,4425,993,1,0,166.959881,177.524

1474,53,13,3056,1418,1,0,166.540806,47.175

1378,60,42,4577,1210,2,1,149.790984,88.87

534,33,31,3139,313,1,1,171.744585,28.218

1993,38,75,3328,312,1,0,165.463119,127.832

1928,48,73,4127,857,2,1,160.238551,217.303

1850,14,83,3955,741,0,0,212.291368,224.001

1423,30,9,3333,179,2,0,168.421707,86.174

1950,27,83,2099,883,2,1,183.673027,216.229

418,26,89,216,83,1,0,283.251044,5.744

155,89,48,3946,1004,1,0,179.990237,6.356

983,81,32,1197,85,2,1,197.883792,10.263

1012,79,99,2050,109,2,1,197.419992,16.122

1911,95,91,2452,777,1,1,175.328275,18.313

626,21,45,4150,1152,1,0,165.714052,31.17

800,34,81,4055,196,2,0,171.356682,36.127

1123,51,97,3623,956,1,0,163.537997,36.675
